PID,Price
P2498,677
P2499,767
P2500,434
P2501,967
P2502,255
P2503,249
P2504,878
P2505,223
P2506,807
P2507,222
P2508,990
P2509,703
P2510,683
P2511,879
P2512,960
P2513,427
P2514,104
P2515,350
P2516,302
P2517,734
P2518,688
P2519,441
P2520,822
P2521,566
P2522,634
P2523,612
P2524,545
P2525,285
P2526,641
P2527,140
P2528,720
P2529,295
P2530,248
P2531,74
P2532,843
P2533,372
P2534,501
P2535,714
P2536,467
P2537,579
P2538,558
P2539,669
P2540,402
P2541,59
P2542,735
P2543,326
P2544,956
P2545,789
P2546,247
P2547,207
P2548,818
P2549,858
P2550,994
P2551,945
P2552,880
P2553,608
P2554,979
P2555,135
P2556,741
P2557,637
P2558,700
P2559,229
P2560,253
P2561,483
P2562,968
P2563,393
P2564,804
P2565,83
P2566,959
P2567,857
P2568,304
P2569,687
P2570,724
P2571,605
P2572,328
P2573,938
P2574,429
P2575,129
P2576,702
P2577,921
P2578,574
P2579,879
P2580,633
P2581,547
P2582,474
P2583,525
P2584,523
P2585,536
P2586,619
P2587,954
P2588,783
P2589,174
P2590,688
P2591,686
P2592,615
P2593,749
P2594,135
P2595,748
P2596,805
P2597,995
P2598,179
P2599,186
P2600,660
P2601,537
P2602,738
P2603,319
P2604,865
P2605,970
P2606,282
P2607,994
P2608,160
P2609,520
P2610,955
P2611,971
P2612,743
P2613,274
P2614,148
P2615,813
P2616,394
P2617,870
P2618,706
P2619,957
P2620,342
P2621,813
P2622,844
P2623,500
P2624,496
P2625,723
P2626,706
P2627,344
P2628,955
P2629,362
P2630,391
P2631,688
P2632,346
P2633,353
P2634,285
P2635,107
P2636,670
P2637,875
P2638,276
P2639,922
P2640,888
P2641,94
P2642,953
P2643,619
P2644,505
P2645,950
P2646,720
P2647,939
P2648,851
P2649,175
P2650,582
P2651,499
P2652,239
P2653,678
P2654,473
P2655,597
P2656,447
P2657,308
P2658,282
P2659,207
P2660,451
P2661,475
P2662,673
P2663,557
P2664,234
P2665,474
P2666,247
P2667,97
P2668,877
P2669,664
P2670,941
P2671,464
P2672,513
P2673,937
P2674,450
P2675,623
P2676,66
P2677,212
P2678,787
P2679,912
P2680,771
P2681,837
P2682,695
P2683,902
P2684,440
P2685,345
P2686,960
P2687,669
P2688,972
P2689,832
P2690,378
P2691,950
P2692,723
P2693,327
P2694,167
P2695,192
P2696,734
P2697,741
P2698,452
P2699,578
P2700,280
P2701,86
P2702,347
P2703,268
P2704,966
P2705,560
P2706,68
P2707,566
P2708,767
P2709,212
P2710,796
P2711,299
P2712,94
P2713,95
P2714,919
P2715,909
P2716,712
P2717,298
P2718,322
P2719,207
P2720,533
P2721,751
P2722,309
P2723,277
P2724,778
P2725,475
P2726,719
P2727,186
P2728,652
P2729,544
P2730,692
P2731,888
P2732,115
P2733,111
P2734,506
P2735,139
P2736,740
P2737,90
P2738,691
P2739,486
P2740,230
P2741,142
P2742,168
P2743,978
P2744,157
P2745,503
P2746,188
P2747,361
P2748,918
P2749,779
P2750,212
P2751,735
P2752,958
P2753,723
P2754,102
P2755,201
P2756,174
P2757,108
P2758,678
P2759,944
P2760,251
P2761,339
P2762,216
P2763,105
P2764,96
P2765,447
P2766,338
P2767,851
P2768,211
P2769,746
P2770,872
P2771,859
P2772,117
P2773,625
P2774,614
P2775,816
P2776,475
P2777,862
P2778,797
P2779,362
P2780,153
P2781,702
P2782,395
P2783,135
P2784,533
P2785,587
P2786,529
P2787,222
P2788,872
P2789,726
P2790,627
P2791,162
P2792,395
P2793,248
P2794,706
P2795,365
P2796,768
P2797,174
P2798,204
P2799,683
P2800,999
P2801,974
P2802,384
P2803,302
P2804,472
P2805,855
P2806,190
P2807,432
P2808,398
P2809,183
P2810,633
P2811,894
P2812,599
P2813,378
P2814,715
P2815,526
P2816,701
P2817,686
P2818,201
P2819,933
P2820,565
P2821,534
P2822,882
P2823,54
P2824,201
P2825,499
P2826,456
P2827,144
P2828,982
P2829,677
P2830,559
P2831,168
P2832,509
P2833,694
P2834,242
P2835,510
P2836,222
P2837,120
P2838,962
P2839,663
P2840,314
P2841,388
P2842,75
P2843,268
P2844,241
P2845,866
P2846,658
P2847,951
P2848,189
P2849,690
P2850,153
P2851,67
P2852,529
P2853,565
P2854,295
P2855,564
P2856,618
P2857,667
P2858,202
P2859,338
P2860,283
P2861,66
P2862,100
P2863,578
P2864,587
P2865,257
P2866,202
P2867,185
P2868,772
P2869,618
P2870,966
P2871,774
P2872,184
P2873,572
P2874,795
P2875,207
P2876,81
P2877,764
P2878,70
P2879,713
P2880,219
P2881,866
P2882,831
P2883,630
P2884,529
P2885,183
P2886,969
P2887,356
P2888,486
P2889,625
P2890,705
P2891,694
P2892,277
P2893,271
P2894,945
P2895,632
P2896,758
P2897,52
P2898,821
P2899,677
P2900,976
P2901,81
P2902,58
P2903,637
P2904,199
P2905,911
P2906,115
P2907,841
P2908,104
P2909,327
P2910,86
P2911,575
P2912,736
P2913,496
P2914,472
P2915,173
P2916,934
P2917,113
P2918,856
P2919,238
P2920,663
P2921,676
P2922,915
P2923,917
P2924,305
P2925,599
P2926,128
P2927,148
P2928,663
P2929,242
P2930,916
P2931,60
P2932,620
P2933,108
P2934,922
P2935,460
P2936,316
P2937,229
P2938,304
P2939,866
P2940,777
P2941,872
P2942,739
P2943,254
P2944,645
P2945,509
P2946,439
P2947,244
P2948,672
P2949,725
P2950,419
P2951,449
P2952,911
P2953,783
P2954,63
P2955,699
P2956,823
P2957,61
P2958,868
P2959,208
P2960,959
P2961,390
P2962,118
P2963,400
P2964,526
P2965,627
P2966,602
P2967,938
P2968,235
P2969,658
P2970,875
P2971,263
P2972,335
P2973,603
P2974,221
P2975,240
P2976,344
P2977,774
P2978,397
P2979,235
P2980,204
P2981,572
P2982,957
P2983,741
P2984,220
P2985,598
P2986,129
P2987,577
P2988,872
P2989,623
P2990,415
P2991,927
P2992,338
P2993,307
P2994,584
P2995,794
P2996,798
P2997,560
P2998,372
P2999,430
P3000,261
P3001,699
P3002,195
P3003,397
P3004,571
P3005,590
P3006,517
P3007,912
P3008,662
P3009,280
P3010,55
P3011,545
P3012,787
P3013,374
P3014,750
P3015,187
P3016,966
P3017,388
P3018,513
P3019,211
P3020,87
P3021,492
P3022,545
P3023,851
P3024,619
P3025,857
P3026,805
P3027,465
P3028,880
P3029,552
P3030,897
P3031,720
P3032,568
P3033,737
P3034,900
P3035,159
P3036,581
P3037,717
P3038,995
P3039,679
P3040,540
P3041,365
P3042,622
P3043,447
P3044,277
P3045,716
P3046,831
P3047,111
P3048,95
P3049,847
P3050,559
P3051,760
P3052,374
P3053,667
P3054,53
P3055,440
P3056,762
P3057,157
P3058,979
P3059,890
P3060,353
P3061,817
P3062,634
P3063,251
P3064,572
P3065,591
P3066,842
P3067,142
P3068,524
P3069,349
P3070,917
P3071,665
P3072,719
P3073,554
P3074,144
P3075,243
P3076,576
P3077,467
P3078,384
P3079,314
P3080,388
P3081,795
P3082,571
P3083,114
P3084,251
P3085,435
P3086,80
P3087,452
P3088,203
P3089,526
P3090,66
P3091,998
P3092,475
P3093,794
P3094,437
P3095,173
P3096,178
P3097,823
P3098,760
P3099,935
P3100,802
P3101,907
P3102,412
P3103,653
P3104,902
P3105,598
P3106,81
P3107,72
P3108,544
P3109,140
P3110,718
P3111,708
P3112,183
P3113,144
P3114,324
P3115,139
P3116,428
P3117,844
P3118,693
P3119,489
P3120,766
P3121,799
P3122,934
P3123,941
P3124,991
P3125,380
P3126,76
P3127,917
P3128,542
P3129,576
P3130,980
P3131,341
P3132,522
P3133,497
P3134,468
P3135,349
P3136,509
P3137,114
P3138,918
P3139,803
P3140,54
P3141,70
P3142,362
P3143,530
P3144,690
P3145,198
P3146,377
P3147,597
P3148,457
P3149,734
P3150,960
P3151,407
P3152,696
P3153,76
P3154,443
P3155,724
P3156,899
P3157,962
P3158,741
P3159,767
P3160,509
P3161,958
P3162,560
P3163,574
P3164,581
P3165,379
P3166,614
P3167,933
P3168,263
P3169,611
P3170,727
P3171,84
P3172,895
P3173,1000
P3174,104
P3175,311
P3176,436
P3177,894
P3178,376
P3179,942
P3180,709
P3181,692
P3182,416
P3183,606
P3184,775
P3185,112
P3186,401
P3187,943
P3188,884
P3189,282
P3190,668
P3191,572
P3192,342
P3193,329
P3194,64
P3195,883
P3196,123
P3197,624
P3198,611
P3199,414
P3200,904
P3201,579
P3202,589
P3203,862
P3204,481
P3205,460
P3206,536
P3207,676
P3208,619
P3209,270
P3210,340
P3211,588
P3212,133
P3213,680
P3214,679
P3215,987
P3216,388
P3217,520
P3218,476
P3219,164
P3220,514
P3221,461
P3222,652
P3223,613
P3224,146
P3225,773
P3226,274
P3227,274
P3228,98
P3229,845
P3230,61
P3231,579
P3232,791
P3233,859
P3234,411
P3235,359
P3236,779
P3237,545
P3238,176
P3239,434
P3240,724
P3241,182
P3242,721
P3243,698
P3244,163
P3245,734
P3246,161
P3247,95
P3248,225
P3249,240
P3250,314
P3251,844
P3252,198
P3253,872
P3254,691
P3255,829
P3256,670
P3257,912
P3258,915
P3259,347
P3260,709
P3261,610
P3262,194
P3263,918
P3264,438
P3265,341
P3266,818
P3267,759
P3268,169
P3269,723
P3270,345
P3271,811
P3272,493
P3273,759
P3274,877
P3275,177
P3276,556
P3277,681
P3278,921
P3279,883
P3280,491
P3281,592
P3282,589
P3283,472
P3284,223
P3285,265
P3286,187
P3287,731
P3288,802
P3289,134
P3290,420
P3291,79
P3292,550
P3293,827
P3294,566
P3295,665
P3296,782
P3297,584
P3298,111
P3299,773
P3300,992
P3301,281
P3302,791
P3303,341
P3304,175
P3305,166
P3306,779
P3307,107
P3308,856
P3309,553
P3310,931
P3311,249
P3312,571
P3313,660
P3314,86
P3315,965
P3316,307
P3317,297
P3318,736
P3319,913
P3320,326
P3321,194
P3322,331
P3323,312
P3324,156
P3325,312
P3326,988
P3327,644
P3328,711
P3329,704
P3330,680
P3331,616
P3332,429
P3333,371
P3334,749
P3335,87
P3336,467
P3337,121
P3338,972
P3339,641
P3340,724
P3341,101
P3342,683
P3343,748
P3344,137
P3345,942
P3346,471
P3347,255
P3348,51
P3349,532
P3350,834
P3351,475
P3352,819
P3353,685
P3354,719
P3355,462
P3356,879
P3357,758
P3358,712
P3359,207
P3360,162
P3361,58
P3362,540
P3363,774
P3364,687
P3365,625
P3366,993
P3367,370
P3368,633
P3369,701
P3370,739
P3371,644
P3372,629
P3373,582
P3374,205
P3375,683
P3376,960
P3377,820
P3378,185
P3379,612
P3380,794
P3381,745
P3382,314
P3383,428
P3384,966
P3385,318
P3386,704
P3387,87
P3388,209
P3389,791
P3390,987
P3391,545
P3392,425
P3393,732
P3394,507
P3395,851
P3396,876
P3397,430
P3398,298
P3399,135
P3400,494
P3401,502
P3402,424
P3403,673
P3404,531
P3405,130
P3406,112
P3407,608
P3408,652
P3409,1000
P3410,72
P3411,688
P3412,847
P3413,145
P3414,369
P3415,201
P3416,588
P3417,146
P3418,631
P3419,255
P3420,880
P3421,350
P3422,74
P3423,168
P3424,158
P3425,751
P3426,226
P3427,633
P3428,767
P3429,729
P3430,364
P3431,568
P3432,405
P3433,695
P3434,742
P3435,847
P3436,209
P3437,821
P3438,525
P3439,458
P3440,472
P3441,200
P3442,419
P3443,404
P3444,422
P3445,427
P3446,113
P3447,753
P3448,138
P3449,134
P3450,198
P3451,337
P3452,68
P3453,539
P3454,924
P3455,682
P3456,466
P3457,770
P3458,134
P3459,820
P3460,934
P3461,432
P3462,651
P3463,296
P3464,253
P3465,53
P3466,386
P3467,628
P3468,677
P3469,728
P3470,480
P3471,204
P3472,889
P3473,727
P3474,894
P3475,501
P3476,60
P3477,755
P3478,647
P3479,286
P3480,477
P3481,770
P3482,524
P3483,682
P3484,617
P3485,287
P3486,884
P3487,578
P3488,511
P3489,878
P3490,192
P3491,981
P3492,535
P3493,960
P3494,718
P3495,50
P3496,810
P3497,776
P3498,118
P3499,762
P3500,592
P3501,304
P3502,62
P3503,186
P3504,824
P3505,823
P3506,306
P3507,964
P3508,471
P3509,751
P3510,937
P3511,669
P3512,273
P3513,287
P3514,422
P3515,179
P3516,380
P3517,720
P3518,237
P3519,644
P3520,820
P3521,719
P3522,171
P3523,592
P3524,655
P3525,580
P3526,431
P3527,619
P3528,570
P3529,623
P3530,481
P3531,134
P3532,565
P3533,526
P3534,145
P3535,919
P3536,627
P3537,89
P3538,264
P3539,820
P3540,190
P3541,580
P3542,203
P3543,100
P3544,130
P3545,118
P3546,658
P3547,500
P3548,100
P3549,251
P3550,975
P3551,927
P3552,821
P3553,826
P3554,867
P3555,697
P3556,366
P3557,763
P3558,976
P3559,678
P3560,159
P3561,328
P3562,270
P3563,774
P3564,428
P3565,587
P3566,800
P3567,672
P3568,631
P3569,96
P3570,869
P3571,963
P3572,635
P3573,744
P3574,510
P3575,856
P3576,870
P3577,883
P3578,934
P3579,640
P3580,760
P3581,804
P3582,599
P3583,571
P3584,491
P3585,640
P3586,998
P3587,345
P3588,82
P3589,704
P3590,607
P3591,349
P3592,626
P3593,816
P3594,286
P3595,439
P3596,898
P3597,778
P3598,209
P3599,275
P3600,741
P3601,352
P3602,238
P3603,723
P3604,98
P3605,167
P3606,232
P3607,508
P3608,75
P3609,715
P3610,234
P3611,607
P3612,516
P3613,980
P3614,117
P3615,90
P3616,230
P3617,331
P3618,998
P3619,680
P3620,732
P3621,736
P3622,969
P3623,810
P3624,902
P3625,163
P3626,847
P3627,720
P3628,999
P3629,315
P3630,605
P3631,742
P3632,152
P3633,168
P3634,431
P3635,745
P3636,66
P3637,231
P3638,745
P3639,718
P3640,528
P3641,620
P3642,973
P3643,685
P3644,828
P3645,684
P3646,955
P3647,389
P3648,412
P3649,520
P3650,219
P3651,352
P3652,870
P3653,761
P3654,983
P3655,347
P3656,740
P3657,838
P3658,547
P3659,948
P3660,125
P3661,424
P3662,586
P3663,363
P3664,428
P3665,665
P3666,436
P3667,89
P3668,128
P3669,670
P3670,756
P3671,965
P3672,985
P3673,168
P3674,859
P3675,343
P3676,717
P3677,612
P3678,689
P3679,641
P3680,883
P3681,157
P3682,603
P3683,220
P3684,291
P3685,907
P3686,462
P3687,172
P3688,444
P3689,584
P3690,859
P3691,715
P3692,368
P3693,411
P3694,349
P3695,252
P3696,960
P3697,537
P3698,656
P3699,92
P3700,343
P3701,459
P3702,125
P3703,337
P3704,632
P3705,417
P3706,979
P3707,473
P3708,97
P3709,816
P3710,247
P3711,143
P3712,433
P3713,265
P3714,266
P3715,208
P3716,517
P3717,667
P3718,91
P3719,826
P3720,706
P3721,83
P3722,557
P3723,501
P3724,981
P3725,145
P3726,831
P3727,789
P3728,472
P3729,714
P3730,533
P3731,940
P3732,856
P3733,169
P3734,164
P3735,478
P3736,628
P3737,558
P3738,759
P3739,911
P3740,613
P3741,542
P3742,490
P3743,450
P3744,901
P3745,480
P3746,433
P3747,288
P3748,536
P3749,165
P3750,542
P3751,106
P3752,550
P3753,821
P3754,98
P3755,802
P3756,716
P3757,448
P3758,992
P3759,705
P3760,341
P3761,531
P3762,815
P3763,524
P3764,189
P3765,370
P3766,125
P3767,92
P3768,549
P3769,315
P3770,268
P3771,432
P3772,154
P3773,751
P3774,409
P3775,207
P3776,295
P3777,228
P3778,954
P3779,953
P3780,463
P3781,337
P3782,1000
P3783,263
P3784,755
P3785,413
P3786,82
P3787,978
P3788,636
P3789,458
P3790,367
P3791,364
P3792,132
P3793,186
P3794,161
P3795,301
P3796,113
P3797,50
P3798,892
P3799,967
P3800,664
P3801,163
P3802,661
P3803,271
P3804,340
P3805,701
P3806,147
P3807,790
P3808,270
P3809,219
P3810,58
P3811,508
P3812,491
P3813,263
P3814,318
P3815,844
P3816,960
P3817,807
P3818,760
P3819,72
P3820,406
P3821,379
P3822,631
P3823,96
P3824,145
P3825,270
P3826,825
P3827,251
P3828,637
P3829,536
P3830,363
P3831,598
P3832,969
P3833,926
P3834,935
P3835,58
P3836,435
P3837,403
P3838,594
P3839,573
P3840,54
P3841,274
P3842,350
P3843,66
P3844,661
P3845,732
P3846,723
P3847,530
P3848,924
P3849,149
P3850,865
P3851,334
P3852,576
P3853,243
P3854,713
P3855,278
P3856,609
P3857,391
P3858,702
P3859,691
P3860,468
P3861,746
P3862,985
P3863,373
P3864,415
P3865,457
P3866,712
P3867,480
P3868,427
P3869,66
P3870,484
P3871,433
P3872,818
P3873,705
P3874,275
P3875,843
P3876,731
P3877,819
P3878,906
P3879,864
P3880,318
P3881,548
P3882,922
P3883,609
P3884,432
P3885,824
P3886,609
P3887,323
P3888,116
P3889,769
P3890,767
P3891,724
P3892,747
P3893,260
P3894,498
P3895,92
P3896,140
P3897,192
P3898,137
P3899,159
P3900,855
P3901,503
P3902,306
P3903,203
P3904,673
P3905,316
P3906,949
P3907,191
P3908,399
P3909,943
P3910,410
P3911,341
P3912,945
P3913,379
P3914,658
P3915,593
P3916,687
P3917,930
P3918,563
P3919,69
P3920,508
P3921,997
P3922,828
P3923,715
P3924,436
P3925,255
P3926,870
P3927,629
P3928,233
P3929,272
P3930,538
P3931,400
P3932,728
P3933,447
P3934,422
P3935,771
P3936,616
P3937,819
P3938,147
P3939,183
P3940,322
P3941,728
P3942,103
P3943,728
P3944,955
P3945,271
P3946,387
P3947,884
P3948,159
P3949,623
P3950,637
P3951,133
P3952,300
P3953,922
P3954,836
P3955,965
P3956,740
P3957,392
P3958,986
P3959,194
P3960,189
P3961,623
P3962,431
P3963,256
P3964,423
P3965,409
P3966,330
P3967,154
P3968,196
P3969,162
P3970,142
P3971,336
P3972,255
P3973,804
P3974,258
P3975,776
P3976,748
P3977,742
P3978,997
P3979,184
P3980,359
P3981,219
P3982,395
P3983,599
P3984,183
P3985,545
P3986,220
P3987,93
P3988,191
P3989,509
P3990,57
P3991,527
P3992,742
P3993,687
P3994,339
P3995,730
P3996,155
P3997,969
P3998,582
P3999,953
P4000,848
P4001,469
P4002,787
P4003,409
P4004,572
P4005,440
P4006,475
P4007,422
P4008,67
P4009,675
P4010,650
P4011,700
P4012,819
P4013,415
P4014,952
P4015,377
P4016,90
P4017,240
P4018,408
P4019,396
P4020,100
P4021,428
P4022,378
P4023,875
P4024,556
P4025,970
P4026,177
P4027,229
P4028,188
P4029,147
P4030,895
P4031,240
P4032,886
P4033,667
P4034,168
P4035,967
P4036,593
P4037,119
P4038,598
P4039,281
P4040,613
P4041,76
P4042,550
P4043,917
P4044,311
P4045,788
P4046,615
P4047,965
P4048,726
P4049,364
P4050,150
P4051,718
P4052,1000
P4053,697
P4054,524
P4055,995
P4056,53
P4057,991
P4058,490
P4059,614
P4060,450
P4061,980
P4062,744
P4063,933
P4064,365
P4065,123
P4066,491
P4067,518
P4068,854
P4069,127
P4070,484
P4071,260
P4072,162
P4073,651
P4074,869
P4075,489
P4076,727
P4077,643
P4078,749
P4079,222
P4080,144
P4081,281
P4082,109
P4083,900
P4084,191
P4085,260
P4086,894
P4087,899
P4088,697
P4089,766
P4090,342
P4091,657
P4092,965
P4093,718
P4094,956
P4095,532
P4096,273
P4097,713
P4098,77
P4099,286
P4100,784
P4101,732
P4102,876
P4103,664
P4104,976
P4105,999
P4106,163
P4107,289
P4108,238
P4109,606
P4110,79
P4111,329
P4112,332
P4113,688
P4114,162
P4115,211
P4116,210
P4117,110
P4118,912
P4119,934
P4120,476
P4121,538
P4122,617
P4123,698
P4124,560
P4125,526
P4126,571
P4127,73
P4128,92
P4129,754
P4130,459
P4131,613
P4132,266
P4133,699
P4134,108
P4135,847
P4136,353
P4137,183
P4138,383
P4139,702
P4140,727
P4141,605
P4142,306
P4143,493
P4144,670
P4145,181
P4146,773
P4147,647
P4148,161
P4149,382
P4150,858
P4151,194
P4152,326
P4153,214
P4154,477
P4155,532
P4156,523
P4157,777
P4158,448
P4159,601
P4160,718
P4161,81
P4162,748
P4163,878
P4164,595
P4165,952
P4166,109
P4167,653
P4168,843
P4169,698
P4170,148
P4171,441
P4172,785
P4173,102
P4174,66
P4175,802
P4176,545
P4177,657
P4178,570
P4179,898
P4180,968
P4181,570
P4182,147
P4183,484
P4184,619
P4185,972
P4186,323
P4187,891
P4188,576
P4189,473
P4190,897
P4191,98
P4192,750
P4193,188
P4194,629
P4195,154
P4196,285
P4197,824
P4198,272
P4199,64
P4200,322
P4201,307
P4202,941
P4203,759
P4204,337
P4205,562
P4206,674
P4207,370
P4208,425
P4209,847
P4210,323
P4211,795
P4212,815
P4213,634
P4214,854
P4215,684
P4216,213
P4217,65
P4218,989
P4219,511
P4220,761
P4221,808
P4222,718
P4223,367
P4224,242
P4225,835
P4226,904
P4227,107
P4228,732
P4229,925
P4230,599
P4231,794
P4232,529
P4233,446
P4234,679
P4235,587
P4236,414
P4237,923
P4238,169
P4239,322
P4240,201
P4241,380
P4242,806
P4243,503
P4244,934
P4245,372
P4246,383
P4247,456
P4248,538
P4249,902
P4250,761
P4251,798
P4252,850
P4253,639
P4254,213
P4255,458
P4256,631
P4257,256
P4258,197
P4259,211
P4260,668
P4261,925
P4262,74
P4263,964
P4264,601
P4265,73
P4266,433
P4267,172
P4268,981
P4269,542
P4270,692
P4271,251
P4272,556
P4273,475
P4274,173
P4275,245
P4276,586
P4277,218
P4278,669
P4279,342
P4280,824
P4281,83
P4282,66
P4283,941
P4284,123
P4285,525
P4286,225
P4287,138
P4288,350
P4289,694
P4290,645
P4291,444
P4292,863
P4293,740
P4294,924
P4295,846
P4296,261
P4297,825
P4298,943
P4299,835
P4300,572
P4301,853
P4302,914
P4303,270
P4304,309
P4305,397
P4306,214
P4307,535
P4308,188
P4309,941
P4310,807
P4311,190
P4312,731
P4313,869
P4314,914
P4315,501
P4316,966
P4317,830
P4318,714
P4319,745
P4320,662
P4321,134
P4322,248
P4323,125
P4324,899
P4325,952
P4326,276
P4327,974
P4328,742
P4329,632
P4330,676
P4331,992
P4332,483
P4333,754
P4334,963
P4335,106
P4336,212
P4337,527
P4338,166
P4339,91
P4340,907
P4341,864
P4342,343
P4343,255
P4344,796
P4345,945
P4346,467
P4347,483
P4348,423
P4349,565
P4350,859
P4351,427
P4352,338
P4353,445
P4354,461
P4355,449
P4356,388
P4357,495
P4358,938
P4359,213
P4360,388
P4361,566
P4362,145
P4363,812
P4364,629
P4365,489
P4366,235
P4367,421
P4368,938
P4369,566
P4370,637
P4371,468
P4372,419
P4373,284
P4374,442
P4375,530
P4376,863
P4377,418
P4378,959
P4379,204
P4380,92
P4381,96
P4382,803
P4383,509
P4384,235
P4385,795
P4386,377
P4387,230
P4388,320
P4389,289
P4390,85
P4391,512
P4392,527
P4393,232
P4394,933
P4395,651
P4396,171
P4397,122
P4398,531
P4399,565
P4400,143
P4401,991
P4402,828
P4403,398
P4404,620
P4405,450
P4406,196
P4407,959
P4408,452
P4409,713
P4410,141
P4411,692
P4412,271
P4413,656
P4414,518
P4415,496
P4416,330
P4417,320
P4418,676
P4419,106
P4420,138
P4421,594
P4422,836
P4423,752
P4424,125
P4425,954
P4426,771
P4427,713
P4428,249
P4429,338
P4430,766
P4431,420
P4432,964
P4433,899
P4434,780
P4435,663
P4436,635
P4437,285
P4438,507
P4439,176
P4440,803
P4441,118
P4442,569
P4443,172
P4444,139
P4445,712
P4446,352
P4447,457
P4448,520
P4449,502
P4450,782
P4451,981
P4452,264
P4453,353
P4454,126
P4455,685
P4456,404
P4457,399
P4458,337
P4459,393
P4460,266
P4461,364
P4462,480
P4463,960
P4464,729
P4465,460
P4466,500
P4467,321
P4468,895
P4469,589
P4470,59
P4471,128
P4472,382
P4473,253
P4474,173
P4475,356
P4476,941
P4477,991
P4478,408
P4479,813
P4480,536
P4481,246
P4482,796
P4483,578
P4484,147
P4485,874
P4486,634
P4487,66
P4488,736
P4489,194
P4490,58
P4491,336
P4492,476
P4493,189
P4494,641
P4495,377
P4496,972
P4497,908
P4498,600
P4499,295
P4500,977
P4501,966
P4502,409
P4503,747
P4504,955
P4505,919
P4506,296
P4507,883
P4508,199
P4509,187
P4510,688
P4511,255
P4512,728
P4513,929
P4514,789
P4515,975
P4516,914
P4517,615
P4518,288
P4519,182
P4520,216
P4521,666
P4522,782
P4523,282
P4524,250
P4525,356
P4526,52
P4527,512
P4528,608
P4529,238
P4530,929
P4531,994
P4532,492
P4533,979
P4534,451
P4535,937
P4536,396
P4537,684
P4538,993
P4539,438
P4540,357
P4541,464
P4542,988
P4543,246
P4544,873
P4545,599
P4546,337
P4547,495
P4548,250
P4549,772
P4550,419
P4551,727
P4552,630
P4553,978
P4554,506
P4555,941
P4556,790
P4557,801
P4558,294
P4559,506
P4560,626
P4561,479
P4562,370
P4563,534
P4564,666
P4565,334
P4566,345
P4567,166
P4568,397
P4569,68
P4570,260
P4571,694
P4572,524
P4573,111
P4574,152
P4575,668
P4576,284
P4577,975
P4578,602
P4579,268
P4580,982
P4581,83
P4582,153
P4583,719
P4584,96
P4585,803
P4586,297
P4587,223
P4588,877
P4589,600
P4590,169
P4591,238
P4592,474
P4593,637
P4594,260
P4595,818
P4596,693
P4597,227
P4598,277
P4599,609
P4600,989
P4601,577
P4602,461
P4603,91
P4604,127
P4605,539
P4606,687
P4607,353
P4608,477
P4609,462
P4610,517
P4611,70
P4612,944
P4613,144
P4614,845
P4615,896
P4616,716
P4617,389
P4618,893
P4619,433
P4620,872
P4621,955
P4622,854
P4623,533
P4624,621
P4625,430
P4626,86
P4627,148
P4628,998
P4629,838
P4630,298
P4631,583
P4632,265
P4633,159
P4634,630
P4635,580
P4636,205
P4637,590
P4638,144
P4639,449
P4640,99
P4641,239
P4642,700
P4643,641
P4644,435
P4645,199
P4646,524
P4647,300
P4648,236
P4649,898
P4650,962
P4651,174
P4652,812
P4653,947
P4654,572
P4655,525
P4656,865
P4657,337
P4658,438
P4659,707
P4660,412
P4661,497
P4662,958
P4663,717
P4664,281
P4665,245
P4666,653
P4667,342
P4668,74
P4669,393
P4670,107
P4671,499
P4672,410
P4673,517
P4674,142
P4675,205
P4676,693
P4677,91
P4678,666
P4679,900
P4680,175
P4681,935
P4682,387
P4683,391
P4684,623
P4685,779
P4686,67
P4687,68
P4688,318
P4689,949
P4690,353
P4691,337
P4692,552
P4693,95
P4694,880
P4695,224
P4696,531
P4697,349
P4698,930
P4699,756
P4700,450
P4701,648
P4702,903
P4703,874
P4704,898
P4705,781
P4706,984
P4707,524
P4708,848
P4709,354
P4710,88
P4711,662
P4712,965
P4713,197
P4714,170
P4715,185
P4716,126
P4717,422
P4718,606
P4719,874
P4720,595
P4721,270
P4722,113
P4723,97
P4724,755
P4725,879
P4726,813
P4727,198
P4728,373
P4729,277
P4730,539
P4731,255
P4732,551
P4733,244
P4734,926
P4735,937
P4736,871
P4737,320
P4738,216
P4739,641
P4740,412
P4741,980
P4742,811
P4743,828
P4744,518
P4745,935
P4746,495
P4747,951
P4748,636
P4749,416
P4750,805
P4751,516
P4752,167
P4753,912
P4754,109
P4755,609
P4756,294
P4757,720
P4758,310
P4759,948
P4760,710
P4761,244
P4762,301
P4763,657
P4764,988
P4765,948
P4766,551
P4767,320
P4768,958
P4769,619
P4770,572
P4771,888
P4772,63
P4773,302
P4774,804
P4775,267
P4776,924
P4777,59
P4778,141
P4779,910
P4780,597
P4781,53
P4782,427
P4783,185
P4784,992
P4785,88
P4786,243
P4787,123
P4788,809
P4789,344
P4790,662
P4791,917
P4792,537
P4793,742
P4794,216
P4795,571
P4796,748
P4797,313
P4798,770
P4799,187
P4800,780
P4801,327
P4802,476
P4803,354
P4804,708
P4805,556
P4806,294
P4807,889
P4808,905
P4809,151
P4810,426
P4811,723
P4812,97
P4813,972
P4814,616
P4815,573
P4816,988
P4817,133
P4818,620
P4819,607
P4820,73
P4821,107
P4822,939
P4823,477
P4824,639
P4825,765
P4826,408
P4827,222
P4828,552
